"State","Chamber","District","Name","Twitter","Party","office.firstElect","office.lastElect","committee.count","mov02","ethnicity","male","year_first_elected","seniority","leadership","professional","election18","legprofscore","term_limit","term_length","has_term_limits","last_term","staff","legprofscore_sd","staff_sd","committee.count_sd","seniority_sd","mov02_sd"
"AZ","House/Assembly","19","Mark A. Cardenas","cardenasforaz","Democratic",NA,NA,NA,100,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,1.42373176839025
"AZ","House/Assembly","2","Daniel Hernandez","djblp","Democratic","11/08/2016","11/06/2018",3,8.2,"hispanic",1,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,-1.09968538044605
"AZ","House/Assembly","2","Rosanna Gabaldon","rosannagabaldon","Democratic","11/06/2012","11/06/2018",4,8.2,"hispanic",0,2012,7,0,"Most Professional","No election",0.23199999,8,2,1,1,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.15392147783659,-1.09968538044605
"AZ","House/Assembly","20","Anthony Kern","anthonykernaz","Republican","11/04/2014","11/06/2018",4,1.4,"white",1,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.424090734685178,-1.28660516924874
"AZ","House/Assembly","20","Paul Boyer","pauldboyer","Republican","11/06/2018","11/06/2018",3,1.4,"white",1,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.964429248382352,-1.28660516924874
"AZ","House/Assembly","21","Kevin Payne","","Republican","11/08/2016","11/06/2018",5,5.2,"white",1,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.694259991533765,-1.18214999315312
"AZ","House/Assembly","21","Tony Rivero","reptonyrivero","Republican","11/04/2014","11/06/2018",3,5.2,"hispanic",1,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.424090734685178,-1.18214999315312
"AZ","House/Assembly","22","Ben Toma","","Republican","04/26/2017","11/06/2018",6,12.5,"white",1,2017,2,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.829344619958059,-0.981486102232587
"AZ","House/Assembly","22","David Livingston","livingstonld22","Republican","11/06/2018","11/06/2018",5,12.5,"white",1,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.964429248382352,-0.981486102232587
"AZ","House/Assembly","23","Jay Lawrence","jlawrenceld23","Republican","11/04/2014","11/06/2018",4,3,"white",1,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.424090734685178,-1.24262404247164
"AZ","House/Assembly","23","Michelle B. Ugenti-Rita","michelleugenti","Republican","11/06/2018","11/06/2018",3,3,"white",0,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.964429248382352,-1.24262404247164
"AZ","House/Assembly","24","Ken Clark","kenclarkforaz","Democratic",NA,NA,NA,20.8,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.753334007076364
"AZ","House/Assembly","24","Lela Alston","lelaalstonaz","Democratic","11/06/2018","11/06/2018",5,20.8,"black",0,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.964429248382352,-0.753334007076364
"AZ","House/Assembly","25","Michelle Udall","michudall","Republican","11/08/2016","11/06/2018",6,11.9,"white",0,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.694259991533765,-0.997979024774
"AZ","House/Assembly","25","Russell ""Rusty"" Bowers","","Republican","11/04/2014","11/06/2018",4,11.9,"white",1,2014,5,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.424090734685178,-0.997979024774
"AZ","House/Assembly","26","Athena Salman","athenasalman","Democratic","11/08/2016","11/06/2018",3,15.3,"white",0,2016,3,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,-0.904519130372656
"AZ","House/Assembly","26","Isela Blanc","iselablancaz","Democratic","11/08/2016","11/06/2018",3,15.3,"white",0,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,-0.904519130372656
"AZ","House/Assembly","27","Rebecca Rios","rios_rebecca","Democratic","11/06/2018","11/06/2018",4,100,"hispanic",0,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.964429248382352,1.42373176839025
"AZ","House/Assembly","27","Reginald Bolding, Jr.","reginaldbolding","Democratic","11/04/2014","11/06/2018",6,100,"white",1,2014,5,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.424090734685178,1.42373176839025
"AZ","House/Assembly","28","Kelli Butler","kellibutleraz","Democratic","11/08/2016","11/06/2018",3,1.4,"white",0,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,-1.28660516924874
"AZ","House/Assembly","28","Maria Syms","symsforaz","Republican",NA,NA,NA,1.4,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.28660516924874
"AZ","House/Assembly","29","Cesar Chavez","cesarchavezaz","Democratic","11/08/2016","11/06/2018",3,100,"hispanic",1,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,1.42373176839025
"AZ","House/Assembly","29","Richard C. Andrade","richforrepld29","Democratic","11/04/2014","11/06/2018",3,100,"hispanic",1,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.424090734685178,1.42373176839025
"AZ","House/Assembly","3","Macario Saldate IV","","Democratic",NA,NA,NA,30.7,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.481200785143038
"AZ","House/Assembly","3","Sally Ann Gonzales","gonzalessally","Democratic","11/06/2018","11/06/2018",3,30.7,"hispanic",0,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.964429248382352,-0.481200785143038
"AZ","House/Assembly","30","Otoniel ""Tony"" Navarrete","navarreteaz","Democratic",NA,NA,NA,14.1,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.937504975455484
"AZ","House/Assembly","30","Ray Martinez","rayforaz","Democratic",NA,NA,NA,14.1,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.937504975455484
"AZ","House/Assembly","4","Charlene R. Fernandez","charleneforaz","Democratic","2014","11/06/2018",5,20.4,"hispanic",0,2014,5,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.424090734685178,-0.76432928877064
"AZ","House/Assembly","4","Geraldine Peten","","Democratic","","11/06/2018",3,20.4,"white",0,NA,NA,0,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,NA,-0.76432928877064
"AZ","House/Assembly","5","Paul Mosley","paulmosleyaz","Republican",NA,NA,NA,19.7,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.783571031735622
"AZ","House/Assembly","5","Regina Cobb","recobbforazrep","Republican","11/04/2014","11/06/2018",7,19.7,"white",0,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,0.219939567162447,-0.424090734685178,-0.783571031735622
"AZ","House/Assembly","6","Bob Thorpe","azrepbobthorpe","Republican","11/06/2012","11/06/2018",6,0.3,"white",1,2012,7,0,"Most Professional","No election",0.23199999,8,2,1,1,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.15392147783659,-1.316842193908
"AZ","House/Assembly","6","Brenda Barton","barton4az","Republican",NA,NA,NA,0.3,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.316842193908
"AZ","House/Assembly","7","Eric Descheenie","ericdescheenie","Democratic",NA,NA,NA,4.9,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.19039645442383
"AZ","House/Assembly","7","Wenona Benally","repbenally","Democratic",NA,NA,NA,4.9,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.19039645442383
"AZ","House/Assembly","8","David Cook","repdavidcook","Republican","11/08/2016","11/06/2018",1,7.2,"white",1,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-1.27411614179727,-0.694259991533765,-1.12717358468174
"AZ","House/Assembly","8","Thomas ""T.J."" Shope","tjshopeforaz","Republican","11/06/2012","11/06/2018",10,7.2,"white",1,2012,7,1,"Most Professional","No election",0.23199999,8,2,1,1,618,-0.11217055595125,-0.543795863726631,0.966967421642305,-0.15392147783659,-1.12717358468174
"AZ","House/Assembly","9","Pamela Powers Hannley","p2hannley","Democratic","11/08/2016","11/06/2018",3,9.2,"white",0,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,-1.07219717621036
"AZ","House/Assembly","9","Randall ""Randy"" Friese","drrandyfriese","Democratic","2014","11/06/2018",3,9.2,"white",1,2014,5,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.424090734685178,-1.07219717621036
"AZ","Senate","1","Karen Fann","fannkfann","Republican","11/08/2016","11/06/2018",5,39.2,"white",0,2016,3,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.694259991533765,-0.247551049139677
"AZ","Senate","10","David Bradley","bradley4az","Democratic","11/06/2012","11/06/2018",6,17,"white",1,2012,7,1,"Most Professional","No election",0.23199999,8,2,1,1,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.15392147783659,-0.857789183171984
"AZ","Senate","11","Steve Smith","senstevesmith","Republican",NA,NA,NA,10.2,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.04470897197467
"AZ","Senate","12","Warren Petersen","votewarren","Republican","11/06/2018","11/06/2018",6,15.7,"white",1,2018,1,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.964429248382352,-0.89352384867838
"AZ","Senate","13","Steve Montenegro","stevemontenegro","Republican",NA,NA,NA,25.1,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.635134728862899
"AZ","Senate","14","Gail Griffin","","Republican","11/06/2018","11/06/2018",5,21.1,"white",0,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.964429248382352,-0.745087545805657
"AZ","Senate","15","Nancy Barto","nancybarto","Republican","11/06/2018","11/06/2018",4,20.3,"white",0,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.964429248382352,-0.767078109194208
"AZ","Senate","16","David C. Farnsworth","davefarnsworth_","Republican","09/11/2013","11/06/2018",4,22.9,"white",1,2013,6,0,"Most Professional","No election",0.23199999,8,2,1,1,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.289006106260884,-0.695608778181416
"AZ","Senate","17","Steve Yarbrough","","Republican",NA,NA,NA,1.8,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.27560988755446
"AZ","Senate","18","Sean Bowie","seanbowie","Democratic","11/08/2016","11/06/2018",6,13.7,"black",1,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.694259991533765,-0.948500257149759
"AZ","Senate","19","Lupe Chavira Contreras","sencontreras","Democratic","11/04/2014","11/06/2018",4,100,"hispanic",0,2014,5,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.527088287317411,-0.424090734685178,1.42373176839025
"AZ","Senate","2","Andrea Dalessandro","andreaforaz","Democratic","01/21/2014","11/06/2018",3,19.4,"white",1,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.424090734685178,-0.791817493006329
"AZ","Senate","20","Kimberly Yee","kimberlyyeeaz","Republican",NA,NA,NA,3.9,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.21788465865952
"AZ","Senate","21","Debbie Lesko","debbielesko","Republican",NA,NA,NA,4.5,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-1.2013917361181
"AZ","Senate","22","Judy Burges","","Republican",NA,NA,NA,26.7,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.591153602085796
"AZ","Senate","23","John Kavanagh","","Republican","11/06/2018","11/06/2018",6,18.9,"white",1,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.964429248382352,-0.805561595124174
"AZ","Senate","24","Katie Hobbs","katiehobbs","Democratic",NA,NA,NA,44,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.115607668808367
"AZ","Senate","25","Bob Worsley","bob_worsley","Republican",NA,NA,NA,23.6,"white",1,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,-0.676367035216433
"AZ","Senate","26","Juan Jose Mendez","mendezforaz","Democratic","11/08/2016","11/06/2018",3,31.5,"hispanic",1,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,-0.459210221754486
"AZ","Senate","27","Catherine Miranda","miranda4arizona","Democratic",NA,NA,NA,100,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,1.42373176839025
"AZ","Senate","28","Kate Brophy McGee","katemcgeeaz","Republican","11/08/2016","11/06/2018",5,0.3,"white",0,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.694259991533765,-1.316842193908
"AZ","Senate","29","Martin J. Quezada","senquezada29","Democratic","11/04/2014","11/06/2018",5,100,"hispanic",1,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.424090734685178,1.42373176839025
"AZ","Senate","3","Olivia Cajero Bedford","","Democratic",NA,NA,NA,100,"white",0,NA,NA,NA,"Most Professional","No election",0.23199999,8,2,1,NA,618,-0.11217055595125,-0.543795863726631,NA,NA,1.42373176839025
"AZ","Senate","30","Robert Meza","mezaarizona","Democratic","11/06/2018","11/06/2018",3,100,"hispanic",1,2018,1,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.964429248382352,1.42373176839025
"AZ","Senate","4","Lisa Otondo","repotondo","Democratic","11/08/2016","11/06/2018",5,100,"hispanic",0,2016,3,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.278079002490792,-0.694259991533765,1.42373176839025
"AZ","Senate","5","Sonny Borrelli","sonnyborrelli","Republican","11/08/2016","11/06/2018",6,50.6,"white",1,2016,3,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.0290697176641724,-0.694259991533765,0.0658144791471837
"AZ","Senate","6","Sylvia Tenney Allen","sylviaallenaz","Republican","11/04/2014","11/06/2018",9,1.8,"white",0,2014,5,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,0.717958136815686,-0.424090734685178,-1.27560988755446
"AZ","Senate","7","Jamescita Peshlakai","jamescita","Democratic","11/08/2016","11/06/2018",3,34.4,"other_ethn",1,2016,3,1,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-0.776097572144031,-0.694259991533765,-0.379494429470986
"AZ","Senate","8","Frank Pratt","pratt4az","Republican","11/08/2016","11/06/2018",7,12.3,"white",1,2016,3,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,0.219939567162447,-0.694259991533765,-0.986983743079724
"AZ","Senate","9","Steve Farley","stevefarleyaz","Democratic","04/2019","",0,25.5,"white",1,2019,0,0,"Most Professional","No election",0.23199999,8,2,1,0,618,-0.11217055595125,-0.543795863726631,-1.52312542662389,-1.09951387680665,-0.624139447168623
"CA","House/Assembly","1","Brian Dahle","briandahleca","Republican","11/06/2018","11/06/2018",11,26.1,"white",1,2018,1,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,1.21597670646892,-0.964429248382352,-0.607646524627209
"CA","House/Assembly","10","Marc Levine","marclevine_ca","Democratic","11/06/2012","11/06/2018",11,43.5,"white",1,2012,7,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,1.21597670646892,-0.15392147783659,-0.129351770926212
"CA","House/Assembly","11","Jim Frazier","asmfrazier","Democratic","11/06/2012","11/06/2018",10,22.9,"white",1,2012,7,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,0.966967421642305,-0.15392147783659,-0.695608778181416
"CA","House/Assembly","12","Heath Flora","heathfloraca","Republican","11/08/2016","11/06/2018",17,20.1,"white",1,2016,3,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,2.71003241542864,-0.694259991533765,-0.772575750041346
"CA","House/Assembly","13","Susan Talamantes Eggman","asmsusaneggman","Democratic","11/06/2012","11/06/2018",11,30.9,"white",0,2012,7,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,1.21597670646892,-0.15392147783659,-0.4757031442959
"CA","House/Assembly","14","Tim Grayson","asmgrayson","Democratic","11/08/2016","11/06/2018",7,43.2,"white",1,2016,3,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,0.219939567162447,-0.694259991533765,-0.137598232196919
"CA","House/Assembly","15","Tony Thurmond","tonythurmond","Democratic",NA,NA,NA,7.3,"white",1,NA,NA,NA,"Most Professional","Safe election",0.62599999,12,2,1,NA,2101,2.36002938716584,1.11023953895281,NA,NA,-1.12442476425817
"CA","House/Assembly","16","Catharine B. Baker","cbakerad16","Republican",NA,NA,NA,2.1,"white",0,NA,NA,NA,"Most Professional","Safe election",0.62599999,12,2,1,NA,2101,2.36002938716584,1.11023953895281,NA,NA,-1.26736342628376
"CA","House/Assembly","17","David Chiu","davidchiu","Democratic","11/04/2014","11/06/2018",15,51.1,"asian",1,2014,5,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,2.2120138457754,-0.424090734685178,0.0795585812650285
"CA","House/Assembly","18","Rob Bonta","robbonta","Democratic","11/06/2012","11/06/2018",7,77.7,"white",1,2012,7,1,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,0.219939567162447,-0.15392147783659,0.81074481393437
"CA","House/Assembly","19","Philip Y. Ting","philting","Democratic","11/06/2012","11/06/2018",15,67.5,"asian",1,2012,7,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,2.2120138457754,-0.15392147783659,0.530365130730336
"CA","House/Assembly","2","Jim Wood","jimwoodad2","Democratic","11/04/2014","11/06/2018",8,38.9,"white",1,2014,5,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,0.468948851989066,-0.424090734685178,-0.255797510410384
"CA","House/Assembly","20","Bill Quirk","asmbillquirk","Democratic","11/06/2012","11/06/2018",9,54.8,"white",1,2012,7,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,0.717958136815686,-0.15392147783659,0.18126493693708
"CA","House/Assembly","21","Adam C. Gray","adamgrayca","Democratic","11/06/2012","11/06/2018",6,42.7,"white",1,2012,7,0,"Most Professional","Safe election",0.62599999,12,2,1,0,2101,2.36002938716584,1.11023953895281,-0.0290697176641724,-0.15392147783659,-0.151342334314763
