"tweet_id","top_topic","clean_text_cnn","user_id","user_name"
"1014402068516360192","No policy issue","johnnywayne15 betoorourke genegreen29 texasdemocrats harrisdemocrats moodyforelpaso awesome go coogs","113173142","repalvarado145"
"1014402068516360192","No policy issue","johnnywayne15 betoorourke genegreen29 texasdemocrats harrisdemocrats moodyforelpaso awesome go coogs","113173142","repalvarado145"
"1014505471393267712","Defense","getting ready for northwest hills 4thjuly2018 parade and the lawnchair ladies brigade with valinda bolton __link__","112899475","donnahowardtx"
"1014349575241568256","Gov. Operations","rt rwhelanwsj the stunning total win by amlos morena coalition in congress __num__ diputados __num__ senators the workers party pt …","17025489","rafaelanchia"
"1014500197500641280","No policy issue","today we celebrate our countrys independence and the establishment of the free and independent nation that is the united states of america happy independenceday 🇺 🇸 fourthofjuly txlege __link__","43467353","johnsonfortexas"
"1014500197500641280","No policy issue","today we celebrate our countrys independence and the establishment of the free and independent nation that is the united states of america happy independenceday 🇺 🇸 fourthofjuly txlege __link__","43467353","johnsonfortexas"
"1014502696831930368","Civil Rights","we hold these truths to be selfevident that all men are created equal that they are endowed by their creator with certain unalienable rights that among these are life liberty and the pursuit of happiness fourthofjuly","221659600","diegobernaltx"
"1014590836598886400","No policy issue","rt sapetsalive keep your pet safe and happy this 4th of july sanantonio independanceday __link__","503272829","menendez4texas"
"1014619348902785024","Civil Rights","🇺 🇸 today we celebrate freedom we celebrate liberty of religion speech life happiness we celebrate our rights to due process we celebrate our free press and all those things that make america great while we celebrate with family and friends we remember that __link__","3272287644","victoria4texas"
"1014546626604621824","No policy issue","this rain wo nt put a damper on our 4th of july spirit thanks to everyone who participated in the lindale park parade sd6 __link__","40557819","senatorsylvia"
"1014546626604621824","No policy issue","this rain wo nt put a damper on our 4th of july spirit thanks to everyone who participated in the lindale park parade sd6 __link__","40557819","senatorsylvia"
"1014508077339602944","No policy issue","five minutes til the arlington july 4th parade starts rolling best community event of the year txlege __link__","28637224","chrisgturner"
"1014581064700956672","No policy issue","one more picof the whole lawn chair ladies brigade after a fabulous 4th of july performance okactually two pictures __link__","112899475","donnahowardtx"
"1014601066766364672","Gov. Operations","bradleywilson09 rivardreport the lt governor the speaker of the house have both chosen to not appoint the committee for some reason","102792727","kirkpwatson"
"1014345973995397120","Immigration","rt kut federal judge in dc rules that the government may not arbitrarily detain people seeking asylum __link__","17025489","rafaelanchia"
"1014502134551851008","Defense","happy 4th of july today as we bbq attend parades and spend time with family and friends we remember the bravery and sacrifice of those who fought for the freedoms we enjoy each day god bless america 🇺 🇸 __link__","309753403","txchuy"
"1014502707980374016","Civil Rights","wishing everyone a happy independence day today thank you to all that protect our freedom 4thofjuly independenceday 4thofjuly2018 menendez4tx __link__","503272829","menendez4texas"
"1014358462623559680","Immigration","rt thehill trump admin ordering migrant parents separated from kids to leave us with or without them __link__ __link__ …","40557819","senatorsylvia"
"1014358462623559680","Immigration","rt thehill trump admin ordering migrant parents separated from kids to leave us with or without them __link__ __link__ …","40557819","senatorsylvia"
"1014595181247713280","Immigration","happy 4th of july i hope you spend time w family remember that this holiday celebrates the creation of a nation of immigrants free from oppression lets continue the fight that was started in __num__ to ensure that the american dreams a reality for people of every background __link__","40557819","senatorsylvia"
"1014595181247713280","Immigration","happy 4th of july i hope you spend time w family remember that this holiday celebrates the creation of a nation of immigrants free from oppression lets continue the fight that was started in __num__ to ensure that the american dreams a reality for people of every background __link__","40557819","senatorsylvia"
"1014503772662456320","Civil Rights","rt pastors4txkids on this independence day let us all rededicate ourselves to the american promise and principle of liberty— and to the …","40557819","senatorsylvia"
"1014503772662456320","Civil Rights","rt pastors4txkids on this independence day let us all rededicate ourselves to the american promise and principle of liberty— and to the …","40557819","senatorsylvia"
"1014649380874440704","No policy issue","my next door neighbors gilbert corina pizzini in country club hosted a nice july 4th gathering lucy reyna family made some yummy sliders dogs fellow uhouston coogs on hand __link__","113173142","repalvarado145"
"1014649380874440704","No policy issue","my next door neighbors gilbert corina pizzini in country club hosted a nice july 4th gathering lucy reyna family made some yummy sliders dogs fellow uhouston coogs on hand __link__","113173142","repalvarado145"
"1014512090915201024","Defense","happy 4th of july wishing you and your family a wonderful and safe day as we celebrate our nations freedom independenceday __link__","771856099","repmaryann"
"1014524232032817152","Civil Rights","happy 4th of july may we spend today honoring and celebrating the true ideals of the united states equality justice and liberty txlege july4th __link__","956955703","repmarygonzalez"
"1014631200516866048","No policy issue","proud of girlblake and gttherapygroup thanks workmuse for the great profile __link__","112899475","donnahowardtx"
"1014659485632270336","Civil Rights","rt willowridgefb love it __link__","37365390","ronereynolds"
"1014569866886598656","Environment","rt txdothoustonpio additional closures due to high water i69 at rice rd intersection due to __num__ feet of water i69 nb on the ramp at chi …","56717592","repthierry146"
"1014547317855326208","No policy issue","i m a big fan of the kwatsonacademy fellows who fanned out to several 4thofjuly parades handing out cool fans that also help cool happy independenceday __link__","102792727","kirkpwatson"
"1014400584869466112","No policy issue","colinstrother fbi and maybe some day you ll become a man","338669947","tomasuresti"
"1014558456970383360","No policy issue","northside strong lindale parade a long 4th july tradition saw our former txlege intern jzlnnotjsln walking w harrisdemocrats even fellow east end compadres elterrorfreddyb garcialawfirm were out in the rain senatorsylvia was grand marshal __link__","113173142","repalvarado145"
"1014558456970383360","No policy issue","northside strong lindale parade a long 4th july tradition saw our former txlege intern jzlnnotjsln walking w harrisdemocrats even fellow east end compadres elterrorfreddyb garcialawfirm were out in the rain senatorsylvia was grand marshal __link__","113173142","repalvarado145"
"1014565970348830720","Environment","rt readyharris as the rain continues to fall across harris county monitor rainfall amounts and water levels in bayous and major streams …","574185893","repwalle"
"1014609790134312960","Law and Crime","rt unicefusa an emotional scene at lax as a 12yearold girl is reunited with her family after being separated at the border a childs …","221659600","diegobernaltx"
"1014494358031216640","Civil Rights","happy 4th of july to the united states of america today we are celebrating __num__ years of independence independanceday happybirthdayamerica happy4thofjuly __link__","113173142","repalvarado145"
"1014494358031216640","Civil Rights","happy 4th of july to the united states of america today we are celebrating __num__ years of independence independanceday happybirthdayamerica happy4thofjuly __link__","113173142","repalvarado145"
"1014508810315161600","Civil Rights","this independence day we celebrate the principles of freedom equality and justice that make our country strong txlege julyfourth __link__","904502504","anahdztx"
"1014401515648413696","No policy issue","rt buildhisd thank you so much repalvarado145 for touring one of our schools we look forward to having you back for the grand opening …","113173142","repalvarado145"
"1014401515648413696","No policy issue","rt buildhisd thank you so much repalvarado145 for touring one of our schools we look forward to having you back for the grand opening …","113173142","repalvarado145"
"1014625379288539136","No policy issue","freedom demands character we ve come to a place where politics is senselessly angry and mean and i fear were continuing to hurtle blindly down that disgraceful and dangerous path ” txlege expectchange 4thofjuly __link__","175847438","moodyforelpaso"
"1014400269818490880","Gov. Operations","colinstrother fbi are you still trying to one day win an election","338669947","tomasuresti"
"1014330251046944768","Agriculture","rt sahumane the sahs mrwfireworks are partnering together to remind pet owners to keep their pets safe stressfree during the upco …","503272829","menendez4texas"
"1014560594597474304","No policy issue","great fun today marching in the nw hills parade w the lawn chair ladies brigade txlege __link__","112899475","donnahowardtx"
"1014534612159270912","Law and Crime","rt jonfavs the gop tells us to fear imaginary gang invasions while the government they control abuses children and parents who are seeki …","438529528","genefortexas"
"1014322385133232128","No policy issue","rt carllewis __num__ years ago tom tellez convinced me to attend u of h in my mind he is the greatest coach of the 20th century uh wasn …","574185893","repwalle"
"1014557884372475904","No policy issue","jonita and i wish everyone a very blessed and safe july 4th holiday from our family to yours happyindependenceday happyjuly4th independenceday teamreynolds hd27 __link__","37365390","ronereynolds"
"1014475415858089984","Civil Rights","rt chronopinion thomas jefferson proclaimed it self evident that all men are created equal endowed by their creator with certain unalien …","40557819","senatorsylvia"
"1014475415858089984","Civil Rights","rt chronopinion thomas jefferson proclaimed it self evident that all men are created equal endowed by their creator with certain unalien …","40557819","senatorsylvia"
"1014348005053526016","Gov. Operations","rt smukimcobb luisa del rosal smu s texasmexico center asks the right questions about mexicos new president in dallasnews oped htt …","17025489","rafaelanchia"
"1014632718255214592","No policy issue","thought provoking __link__","618306293","terrycanales40"
"1014475415858089984","Civil Rights","rt chronopinion thomas jefferson proclaimed it self evident that all men are created equal endowed by their creator with certain unalien …","40557819","senatorsylvia"
"1014475415858089984","Civil Rights","rt chronopinion thomas jefferson proclaimed it self evident that all men are created equal endowed by their creator with certain unalien …","40557819","senatorsylvia"
"1014496987666894848","Healthcare","the asian american community is the fastest growing community in the us and texas yes even faster that hispanic the asian population is younger and have more kids in school right now white population is getting much older and not having kids you work the math","438529528","genefortexas"
"1014564999010963456","No policy issue","i truly believe our children are our future which is why i try to be the best mentor i can be team johnson interns represent the very best of dallas youth i m proud of each and every one of them congrats to the parents and grandparents of these kids — job well done txlege __link__","43467353","johnsonfortexas"
"1014564999010963456","No policy issue","i truly believe our children are our future which is why i try to be the best mentor i can be team johnson interns represent the very best of dallas youth i m proud of each and every one of them congrats to the parents and grandparents of these kids — job well done txlege __link__","43467353","johnsonfortexas"
"1014365768606240768","Law and Crime","rt shannonrwatts hey senatemajldr here are some ideas require background checks on unlicensed gun sales raise the federal age to buy …","221659600","diegobernaltx"
"1014652161190453248","No policy issue","japuente90 more like taste tester or loiter of the bbq pit","574185893","repwalle"
"1014655203088502784","No policy issue","thank god it was nt raining for cityofbaytown parade honored to have mr tony campos baytown native father of marccommentary ride w me thx to firefightershou luke manion for joining us soon to be jp lucia bates celebrated as well thebaytownsun leecollege __link__","113173142","repalvarado145"
"1014655203088502784","No policy issue","thank god it was nt raining for cityofbaytown parade honored to have mr tony campos baytown native father of marccommentary ride w me thx to firefightershou luke manion for joining us soon to be jp lucia bates celebrated as well thebaytownsun leecollege __link__","113173142","repalvarado145"
"1014405339498807296","No policy issue","america is __num__ years old today have a wonderful and safe independenceday fourthofjuly txlege __link__","516776026","replongoria"
"1014575031559639040","No policy issue","rt sylvesterturner freedom of texas events are canceled with the exception of the fireworks show st","574185893","repwalle"
"1014553065528143872","No policy issue","teamarevalo at san antonios 4th of july celebration thanks to saparksfdn cosagov saparksandrec and heb for their support and organizing todays event at woodlawn lake park let freedom ring today be safe and enjoy todays celebration independanceday fourthofjuly2018 __link__","52935946","dianaarevalo"
"1014599392408555520","No policy issue","rt sylvesterturner for tonights freedomovertx we are asking people not to come to eleanor tinsley park we do not want people to sli …","37365390","ronereynolds"
"1014640522391060480","Intl. Affairs","vatres texasfarmbureau communists","438529528","genefortexas"
"1014619588837994496","Immigration","🇺 🇸 while we celebrate with family and friends we remember that several of our founding fathers including alexander hamilton were immigrants we remember the innocent children separated from their parents who came to our country seeking the land of opportunity","3272287644","victoria4texas"
"1014495745465110528","Civil Rights","we pause on this 4thofjuly to remember what makes us americans the belief that we are all created equal and that each of us is entitled to life liberty and the pursuit of happiness independenceday hd124 teamina __link__","3065062453","vote4ina"
"1014535959055085568","No policy issue","happy independence day congrats to the city of mcallen on a wonderful parade celebration __link__","1096445426","rdbobbyguerra"
"1014536021680287744","Civil Rights","rt repalvarado145 happy 4th of july to the united states of america today we are celebrating __num__ years of independence independanced …","438529528","genefortexas"
"1014571088364257280","No policy issue","happy independence day 4thofjuly2018 happy4thofjuly __link__","427002522","cesarjblanco"
"1014517300475637760","Civil Rights","rt opportunity1st true patriotism is about loving our nation enough that we work to make it better this independenceday lets commit to …","43467353","johnsonfortexas"
"1014517300475637760","Civil Rights","rt opportunity1st true patriotism is about loving our nation enough that we work to make it better this independenceday lets commit to …","43467353","johnsonfortexas"
"1014558456970383360","No policy issue","northside strong lindale parade a long 4th july tradition saw our former txlege intern jzlnnotjsln walking w harrisdemocrats even fellow east end compadres elterrorfreddyb garcialawfirm were out in the rain senatorsylvia was grand marshal __link__","113173142","repalvarado145"
"1014558456970383360","No policy issue","northside strong lindale parade a long 4th july tradition saw our former txlege intern jzlnnotjsln walking w harrisdemocrats even fellow east end compadres elterrorfreddyb garcialawfirm were out in the rain senatorsylvia was grand marshal __link__","113173142","repalvarado145"
"1014627785162350592","Gov. Operations","rt cnn feuding founders thomas jefferson and john adams both died hours apart on july __num__ __year__ the 50th anniversary of the declaration …","618306293","terrycanales40"
"1014308666646773760","Gov. Operations","i was happy to welcome congressman betoorourke to house district __num__ today so many opportunities lie ahead with this historic race for the us senate we are only __num__ weeks away from election day betofortexas __link__","771856099","repmaryann"
"1014324039035359232","No policy issue","rt nwshouston storms still going across the southern areas heavy downpours and frequent lightning with gusty winds of __num__ mph by __num__ pm …","574185893","repwalle"
"1014482777490804736","Economy","after weeks months of heartbreaking news the most patriotic thing we can do today everyday is believe that our country american values can transcend conquer current leadership maladies dontdespairorganize 4thofjuly","737131740","ginaforaustin"
"1014546221954826240","No policy issue","great to see utarlington out in force this morning and thanks for always being such great hosts for the parade __link__","28637224","chrisgturner"
"1014655203088502784","No policy issue","thank god it was nt raining for cityofbaytown parade honored to have mr tony campos baytown native father of marccommentary ride w me thx to firefightershou luke manion for joining us soon to be jp lucia bates celebrated as well thebaytownsun leecollege __link__","113173142","repalvarado145"
"1014655203088502784","No policy issue","thank god it was nt raining for cityofbaytown parade honored to have mr tony campos baytown native father of marccommentary ride w me thx to firefightershou luke manion for joining us soon to be jp lucia bates celebrated as well thebaytownsun leecollege __link__","113173142","repalvarado145"
"1014608068456443904","Immigration","rt texastribune these detained central american migrants said they were told they could be reunited with their children if they signed a …","221659600","diegobernaltx"
"1017072060705771520","Law and Crime","best wishes to these ut professors in their appeal today in the 5th circuit court they have never given up on the fight to keep guns out of our classrooms texasdemocrats harrisdemocrats txgunsense __link__","113173142","repalvarado145"
"1017072060705771520","Law and Crime","best wishes to these ut professors in their appeal today in the 5th circuit court they have never given up on the fight to keep guns out of our classrooms texasdemocrats harrisdemocrats txgunsense __link__","113173142","repalvarado145"
"1016852324655009792","Civil Rights","ty maldef for representing malctx in this lawsuit txlege __link__","17025489","rafaelanchia"
"1017068952101511168","No policy issue","the greatest play ever __link__","438529528","genefortexas"
"1016878047897767936","Education","dlavine rdhesselbrock ponchonevarez i support recapture but to be fair the cost of living is much higher in austin teachers need to be paid enough to live in the district they work that costs much more in austin that is not currently reflected in formula because the cost of education index is __num__ yrs outdated","737131740","ginaforaustin"
"1017149121700954112","Law and Crime","after all of the trauma these families have experienced a phone call should be the least of their worries detained parents have reported extreme difficulty with phone call access quality of calls and high rates txlege familiesbelongtogether __link__","956955703","repmarygonzalez"
"1017034540274077696","Education","rt pastors4txkids in our present school finance discussions let us ask ourselves this question will we provide adequate money for our c …","17025489","rafaelanchia"
"1017031942892605440","Gov. Operations","white dude friend on sid miller what about ag comm sid miller dude that is the dumbest guy of them all what the hell is wrong with him ill vote for anyone else kimolson4txag is running against him she s good and exmilitary really","438529528","genefortexas"
"1016866397790588928","No policy issue","thank you harmembers for welcoming teamsylvia tonight well continue to work together to make the dream of homeownership a reality for more texans txlege __link__","40557819","senatorsylvia"
"1016866397790588928","No policy issue","thank you harmembers for welcoming teamsylvia tonight well continue to work together to make the dream of homeownership a reality for more texans txlege __link__","40557819","senatorsylvia"
"1016888973543792640","Law and Crime","rt texastribune this migrant father agreed to be deported to be reunited with his daughter they remain separated the 6yearold girl cr …","221659600","diegobernaltx"
"1017195437663670272","Law and Crime","rt replloyddoggett trump is already building a wall a wall dividing mothers from their children using parents love as a weapon where …","112899475","donnahowardtx"
"1016837229577109504","Intl. Affairs","diplomacy should always be the chief tool used in working towards global peace however the actions of this president and his administration do not give us much faith in his diplomatic abilities","427002522","cesarjblanco"
"1016837042616053760","Healthcare","i agree but no one is saying women should be stigmatized or should nt be able to decide for themselves simply saying they should have all the facts trump admin appears to be siding w 70b baby formula industry to stop them from getting them __link__ txlege __link__","112899475","donnahowardtx"
"1016841928762109952","Gov. Operations","apparently txlege thinks this is good policy for state employees why not for others __link__ __link__","112899475","donnahowardtx"
"1017135535427444736","Economy","rt thehill poll americans rank obama as the best president in their lifetime __link__ __link__","427002522","cesarjblanco"
"1017033448312143872","Gov. Operations","we did nt talk paxton specifically but our past convos were like this hey you know wice and schaffer are the special prosecutors on the paxton case omg how is that guy not in prison its such bull how the hell is he the ag yeah vote for nelsonfortexas","438529528","genefortexas"
"1017073838046240768","Gov. Operations","rt asheyaw we have to intentionally preserve acknowledge the fabric of community through the development process dmagazine rafaelan …","17025489","rafaelanchia"
"1016877995653361664","No policy issue","✊ 🏽marchforourlives marchforchange txlege __link__","427002522","cesarjblanco"
"1017123687684718592","Gov. Operations","rt ponchonevarez he is following a script written far way its transparent __link__","427002522","cesarjblanco"
"1017174267086196736","No policy issue","rt shaneclaiborne check out this powerful piece by moodyforelpaso a texas legislator who changed his opinion on the death penalty he …","175847438","moodyforelpaso"
"1017130460097470464","Gov. Operations","rt covestrobaytown as part of our commitment to a sustainablefuture covestro supports the keepbaytownbeautiful organization which is …","771856099","repmaryann"
"1017006549401817088","Gov. Operations","rt natesilver538 its a noisy indicator so check back in __num__ weeks but the generic ballot is the best its been in a while for dems doesn …","112899475","donnahowardtx"
"1017086925981863936","No policy issue","chef kiss __link__","438529528","genefortexas"
"1017120177132011520","Domestic Commerce","rt tbreassealedhs ooof powerful stuff __link__","438529528","genefortexas"
"1017065802330263552","No policy issue","sad __link__","43467353","johnsonfortexas"
"1017065802330263552","No policy issue","sad __link__","43467353","johnsonfortexas"
"1016864684719394816","Law and Crime","ten hours since our challenge for petegallegotx to return geogroup donations according to raicestexas the bond for a separated mom starts at 5k by donating his private prison dollars now pete can reunite a family familiesbelongtogether __link__","256074273","rolandfortexas"
"1016870365245640704","Law and Crime","rt scottbraddock in the aftermath of the bathroom bill going down in flames texas continues to be recognized for leadership in busine …","112899475","donnahowardtx"
"1017157104463904768","No policy issue","nearly a day and a half and petegallegotx still wo nt rule out taking private prison dollars in the future and refuses donate the 5k he s already taken to help groups like raicestexas reunite a family this is nt a hard choice familiesbelongtogether sd19 txlege __link__","256074273","rolandfortexas"
"1017038728546545664","Agriculture","no question its going to hurt trump trade war with china worries texas agriculture __link__ via texastribune txlege","427002522","cesarjblanco"
"1017027748815167488","Gov. Operations","i had a long chat w a friend who s an crewcut white dude who swears he has no party affiliation but constantly votes r he thinks ds are going too far but he s still voting for betoorourke collierfortexas nelsonfortexas kimolson4txag go demorats 🐀 💣 🗳 ️ 💥 __link__","438529528","genefortexas"
"1016838616348282880","No policy issue","eramshaw one of my daughters chose to formula feed i get it","112899475","donnahowardtx"
"1017073933294632960","Gov. Operations","rt ccuellar at futuredallas symposium rafaelanchia cites piñatas protesting gentrification by latinocld class member dallasculture …","17025489","rafaelanchia"
"1016849444954951680","Education","rt texassabo twc should more appropriately be called the texas workforce and early education commission tweec as the biggest chunk of …","112899475","donnahowardtx"
"1016860986836480000","No policy issue","rt mallftx calling all rising leaders applications for mallf fellowship are now open this is a unique opportunity to gain valuable legi …","17025489","rafaelanchia"
"1016852788930928640","Healthcare","how about making sure we include health sciences magnet school in whatever is developed txlege __link__","112899475","donnahowardtx"
"1017155355560857600","Law and Crime","rt keribla breaking arrest warrants signed today for __num__ texas prison officials indicted in evidenceplanting scandal its just the lates …","438529528","genefortexas"
"1017073862176108544","No policy issue","rt juliacbunch the southern sector alone is bigger than boston atlanta and miami rafaelanchia futuredallas","17025489","rafaelanchia"
"1017087673205510144","No policy issue","rt yeahok413 teamvictoria 🌊 🌊 🌊 🌊 🌊 🌊 💙 🇺 🇸 💙 __link__","3272287644","victoria4texas"
"1017063162410160128","Education","rt markwigginstx hard facts state spending per student in blue is roughly the same today as it was in __year__ adjusted for inflation th …","112899475","donnahowardtx"
"1017123733050445824","Transportation","coverage set for departure of us cargo ship from international space station via nasa __link__","221659600","diegobernaltx"
"1017074521067737088","No policy issue","fellow eastend native teresa morales is appointed by sylvesterturner city council to the metrohouston board family friends senatorsylvia cindy8000 brockee join in terry is a proud austinmustangs yolanda navarro black would be proud great to have ccnlikes here __link__","113173142","repalvarado145"
"1017074521067737088","No policy issue","fellow eastend native teresa morales is appointed by sylvesterturner city council to the metrohouston board family friends senatorsylvia cindy8000 brockee join in terry is a proud austinmustangs yolanda navarro black would be proud great to have ccnlikes here __link__","113173142","repalvarado145"
"1017074036415836160","Gov. Operations","rt knightengale in answering rafaelanchias question about identity mike hoque says were young were aggressive and we can learn f …","17025489","rafaelanchia"
"1016899377259073536","No policy issue","listen to the sounds of saturn and its moon enceladus in deep space __link__","221659600","diegobernaltx"
"1016975716569829376","Education","rt ryhtexas f investments wo nt produce a achievement yet texas received an f score in school spending from the ​educationweek quality …","737131740","ginaforaustin"
"1016836483406290944","No policy issue","rt josefortexas congratulations to stephanie woods for being appointed the new dean of the gayle greve hunt school of nursing for ttuhsc …","427002522","cesarjblanco"
"1017034399148371968","Law and Crime","rt kduble gop panic in texas as beto orourke pulls to virtual tie with ted cruz __link__","17025489","rafaelanchia"
"1016870023330189312","No policy issue","jlkuhleman sylvesterturner nice of you to remember fond memories loved doing it you are right positive impact important for us to do","40557819","senatorsylvia"
"1016870023330189312","No policy issue","jlkuhleman sylvesterturner nice of you to remember fond memories loved doing it you are right positive impact important for us to do","40557819","senatorsylvia"
"1016885224133877760","No policy issue","rt aimeeturney moodyforelpaso thank you representative moody sadly we ve had another unintentional shooting in harris county today …","175847438","moodyforelpaso"
"1016852493572235264","Education","rt chandrakus sec __num__ state policy a it is the policy of this state that the provision of public education is a state responsi …","3272287644","victoria4texas"
"1017101492476694528","Healthcare","will this help free up some revenue to help pay for basic priorities harvey or medicaid shortfall txlege __link__","574185893","repwalle"
